Scheme Name,Category,Min Investment (₹),Risk Level,1Y Returns (%),3Y Returns (%),5Y Returns (%),Expense Ratio (%),AUM (Cr),Investment Type,Scheme Type,ISIN,SIP Available
UTI-Infrastructure Fund - Direct (G),Sectoral / Thematic,5000,Very High,4.45,19.09,18.04,1.78,2117.84,Growth,Active Fund,INF789F01TU6,Yes
Bank of India Flexi Cap Fund - Direct (G),Flexi Cap Fund,5000,Very High,4.42,18.45,,0.45,1991.04,Growth,Active Fund,INF761K01FF5,Yes
Bajaj Finserv Balanced Advantage Fund - Dir (G),Dynamic Asset Allocation or Balanced Advantage,500,High,4.39,,,0.56,1278.31,Growth,Active Fund,INF0QA701656,Yes
Franklin Build India Fund - Direct (G),Sectoral / Thematic,5000,Very High,4.38,25.74,25.3,0.96,2658.84,Growth,Active Fund,INF090I01JF5,Yes
Nippon India Small Cap Fund - Direct (G),Small Cap Fund,5000,Very High,4.36,22.58,29.66,0.7,57009.7,Growth,Active Fund,INF204K01K15,Yes
Quant Healthcare Fund - Direct (G),Sectoral / Thematic,5000,Very High,4.34,,,0.7,402.5,Growth,Active Fund,INF966L01CD0,Yes
Nippon India Passive Flexicap FoF - Direct (G),FoFs Domestic,5000,Very High,4.29,13.27,,0.24,225.59,Growth,Active Fund,INF204KB16X6,Yes
LIC MF Value Fund - Direct (G),Value Fund,5000,Very High,4.21,13.39,16.15,0.96,148.97,Growth,Active Fund,INF397L01KU5,Yes
JM Focused Fund - Direct (G),Focused Fund,1000,Very High,4.17,17.9,14.38,0.78,227.74,Growth,Active Fund,INF192K01BW7,Yes
Taurus Banking & Financial Services-Direct (G),Sectoral / Thematic,500,Very High,4.17,12.95,10.93,1.78,10.65,Growth,Active Fund,INF044D01CN2,Yes
Tata Large & Mid Cap Fund - Direct (G),Large & Mid Cap Fund,5000,Very High,4.16,15.57,16.93,0.64,7943.04,Growth,Active Fund,INF277K01MK8,Yes
Mirae Asset Multicap Fund - Direct (G),Multi Cap Fund,5000,Very High,4.15,,,0.48,3299.81,Growth,Active Fund,INF769K01KK8,Yes
Quantum Small Cap Fund - Direct (G),Small Cap Fund,500,Very High,4.12,,,0.6,102.4,Growth,Active Fund,INF082J01432,Yes
Groww Nifty Total Market Index Fund-Direct (G),Index Fund,500,Very High,4.11,,,0.3,262.95,Growth,Passive Fund,INF666M01HM4,Yes
Motilal Oswal Nifty 500 Index Fund - Direct (G),Index Fund,500,Very High,4.11,13.44,16.34,0.2,2039.81,Growth,Passive Fund,INF247L01957,Yes
Nippon India Nifty Next 50 Junior BeES FoF-Dir (G),FoFs Domestic,100,Very High,4.07,14.55,16.32,0.16,491.85,Growth,Active Fund,INF204KB1X25,Yes
Groww Large Cap Fund - Direct (G),Large Cap Fund,500,Very High,4.06,12.8,12.7,1.02,119.34,Growth,Active Fund,INF666M01600,Yes
Mahindra Manulife Balanced Advantage Fund-Dir (G),Dynamic Asset Allocation or Balanced Advantage,1000,Moderately High,4.05,12.71,,0.57,880.38,Growth,Active Fund,INF174V01BE0,Yes
Aditya Birla SL Equity Advantage Fund-Direct (G),Large & Mid Cap Fund,1000,Very High,4.03,8.01,12.91,1.14,5482.76,Growth,Active Fund,INF209K01VH8,Yes
Tata Equity P/E Fund - Direct (G),Value Fund,5000,Very High,3.97,18.9,18.87,0.81,8067.54,Growth,Active Fund,INF277K01ND1,Yes
DSP Small Cap Fund - Direct (G),Small Cap Fund,100,Very High,3.89,17.29,24.75,0.84,14995.68,Growth,Active Fund,INF740K01QD1,Yes
Tata Business Cycle Fund - Direct (G),Sectoral / Thematic,5000,Very High,3.88,19.55,,0.51,2740.43,Growth,Active Fund,INF277KA1166,Yes
ICICI Pru BSE 500 ETF FOF - Direct (G),FoFs Domestic,1000,Very High,3.84,12.99,,0.14,117.08,Growth,Active Fund,INF109KC1V91,Yes
DSP Nifty 50 Equal Weight Index Fund - Dir (G),Index Fund,100,Very High,3.82,15.37,18.98,0.39,1945.75,Growth,Passive Fund,INF740KA1CR7,Yes
Kotak Nifty Next 50 Index Fund - Direct (G),Index Fund,100,Very High,3.81,14.78,,0.11,423.16,Growth,Passive Fund,INF174KA1GA9,Yes
HDFC NIFTY50 Equal Weight Index Fund - Dir (G),Index Fund,100,Very High,3.81,15.32,,0.4,1397.44,Growth,Passive Fund,INF179KC1BM8,Yes
Aditya Birla SL Nifty 50 EWI Fund - Direct (G),Index Fund,100,Very High,3.78,15.23,,0.4,356.65,Growth,Passive Fund,INF209KB1Z71,Yes
PGIM India Small Cap Fund - Direct (G),Small Cap Fund,5000,Very High,3.75,11.49,,0.54,1413.28,Growth,Active Fund,INF663L01W06,Yes
Edelweiss Nifty Next 50 Index Fund-Dir (G),Index Fund,100,Very High,3.71,,,0.09,103.59,Growth,Passive Fund,INF754K01QL5,Yes
ICICI Pru Nifty50 Equal Weight Index Fund-Dir (G),Index Fund,5000,Very High,3.7,,,0.4,101.35,Growth,Passive Fund,INF109KC10J7,Yes
JM Value Fund - Direct (G),Value Fund,1000,Very High,3.69,22.06,21.53,0.98,1027.07,Growth,Active Fund,INF192K01BT3,Yes
SBI Nifty50 Equal Weight Index Fund - Dir (G),Index Fund,5000,Very High,3.69,,,0.53,1044.03,Growth,Passive Fund,INF200KB1027,Yes
Motilal Oswal Nifty Next 50 Index Fund - Dir (G),Index Fund,500,Very High,3.68,14.6,16.15,0.36,288.85,Growth,Passive Fund,INF247L01AC1,Yes
UTI-Nifty Next 50 Index Fund - Direct (G),Index Fund,1000,Very High,3.67,14.53,16.36,0.35,4580.6,Growth,Passive Fund,INF789FC12T1,Yes
LIC MF Flexi Cap Fund - Direct (G),Flexi Cap Fund,5000,Very High,3.65,11.27,13.44,1.22,992.01,Growth,Active Fund,INF767K01EG3,Yes
SBI Nifty Next 50 Index Fund - Direct (G),Index Fund,5000,Very High,3.62,14.52,,0.35,1447.87,Growth,Passive Fund,INF200KA1W00,Yes
Motilal Oswal Nifty Midcap 150 Index Fund-Dir (G),Index Fund,500,Very High,3.6,19.98,23.11,0.3,1981.68,Growth,Passive Fund,INF247L01916,Yes
Bank of India Conservative Hybrid Fund - Direct (G),Conservative Hybrid Fund,10000,Moderate,3.59,13.38,11.69,1.1,65.29,Growth,Active Fund,INF761K01819,Yes
AXIS Nifty Next 50 Index Fund - Direct (G),Index Fund,100,Very High,3.59,14.52,,0.25,290.46,Growth,Passive Fund,INF846K019E7,Yes
HDFC BSE 500 Index Fund - Direct (G),Index Fund,100,Very High,3.58,,,0.3,208.52,Growth,Passive Fund,INF179KC1GG9,Yes
Union ELSS Tax Saver Fund - Direct (G),ELSS,500,Very High,3.56,13.8,17.7,1.37,863.07,Growth,Active Fund,INF582M01765,Yes
UTI-Nifty50 Equal Weight Index Fund - Direct (G),Index Fund,1000,Very High,3.55,,,0.61,91.41,Growth,Passive Fund,INF789F1AYP5,Yes
Navi Nifty Next 50 Index Fund - Direct (G),Index Fund,100,Very High,3.53,14.64,,0.12,697.58,Growth,Passive Fund,INF959L01FR8,Yes
LIC MF Nifty Next 50 Index Fund - Direct (G),Index Fund,5000,Very High,3.52,14.5,16.18,0.32,89.03,Growth,Passive Fund,INF397L01AW2,Yes
HDFC Dividend Yield Fund - Direct (G),Dividend Yield Fund,100,Very High,3.46,19.06,,0.72,5982.98,Growth,Active Fund,INF179KC1AO6,Yes
Navi Nifty Midcap 150 Index Fund - Direct (G),Index Fund,100,Very High,3.43,,,0.22,223.74,Growth,Passive Fund,INF959L01FX6,Yes
DSP Nifty Next 50 Index Fund - Direct (G),Index Fund,100,Very High,3.43,14.57,16.19,0.26,859.49,Growth,Passive Fund,INF740KA1MG9,Yes
Aditya Birla SL MNC Fund - Direct (G),Sectoral / Thematic,1000,Very High,3.42,9.24,8.16,1.35,3530.52,Growth,Active Fund,INF209K01VT3,Yes
UTI-MNC Fund - Direct (G),Sectoral / Thematic,5000,Very High,3.38,11.68,12.28,1.19,2790.08,Growth,Active Fund,INF789F01UD0,Yes
ICICI Pru Nifty Next 50 Index Fund - Direct (G),Index Fund,100,Very High,3.37,14.4,16.13,0.31,6616.28,Growth,Passive Fund,INF109K01Y80,Yes
Aditya Birla SL Nifty Next 50 Index Fund-Dir (G),Index Fund,100,Very High,3.36,,,0.33,164.97,Growth,Passive Fund,INF209KB10G3,Yes
Nippon India Nifty Midcap 150 Index Fund-Dir (G),Index Fund,100,Very High,3.36,19.73,,0.3,1625.48,Growth,Passive Fund,INF204KB18Z7,Yes
SBI Small Cap Fund - Direct (G),Small Cap Fund,5000,Very High,3.36,16.04,22.78,0.68,31227.19,Growth,Active Fund,INF200K01T51,Yes
Aditya Birla SL Nifty Midcap 150 IF - Dir (G),Index Fund,100,Very High,3.35,19.95,,0.44,308.45,Growth,Passive Fund,INF209KB1W74,Yes
SBI Nifty Midcap 150 Index Fund - Direct (G),Index Fund,5000,Very High,3.35,,,0.47,716.78,Growth,Passive Fund,INF200KA10P5,Yes
ICICI Pru FMCG Fund - Direct (G),Sectoral / Thematic,5000,Very High,3.34,12.8,13.24,1.3,1849.81,Growth,Active Fund,INF109K01Z14,Yes
HSBC Nifty Next 50 Index Fund - Direct (G),Index Fund,5000,Very High,3.33,14.24,,0.35,124.26,Growth,Passive Fund,INF917K01D79,Yes
DSP Nifty Midcap 150 Quality 50 Index Fund - Dir (G),Index Fund,100,Very High,3.31,,,0.29,368.36,Growth,Passive Fund,INF740KA1RB9,Yes
HDFC NIFTY Midcap 150 Index Fund - Direct (G),Index Fund,100,Very High,3.29,,,0.3,280.04,Growth,Passive Fund,INF179KC1GC8,Yes
ICICI Pru Nifty Midcap 150 Index Fund - Direct (G),Index Fund,100,Very High,3.29,19.59,,0.3,613.55,Growth,Passive Fund,INF109KC1W58,Yes
UTI-Nifty Midcap 150 Quality 50 Index Fund-Dir (G),Index Fund,1000,Very High,3.27,,,0.44,244.45,Growth,Passive Fund,INF789F1AVH8,Yes
Union Value Fund - Direct (G),Value Fund,1000,Very High,3.15,16.4,19.35,1.29,288.7,Growth,Active Fund,INF582M01EK4,Yes
HDFC NIFTY Next 50 Index Fund - Direct (G),Index Fund,100,Very High,3.14,14.19,,0.3,1696.59,Growth,Passive Fund,INF179KC1BQ9,Yes
Mirae Asset Large & Midcap Fund - Direct (G),Large & Mid Cap Fund,5000,Very High,3.12,12.63,18.41,0.64,36514.01,Growth,Active Fund,INF769K01BI1,Yes
Motilal Oswal Nifty Microcap 250 Index Fund-Dir (G),Index Fund,500,Very High,3.1,,,0.43,1865.24,Growth,Passive Fund,INF247L01BQ9,Yes
Bandhan ELSS Tax Saver Fund - Direct (G),ELSS,500,Very High,3.06,14.66,20.66,0.67,6620.13,Growth,Active Fund,INF194K01Y29,Yes
HDFC Nifty 100 Equal Weight Index Fund-Dir (G),Index Fund,100,Very High,2.99,,,0.4,322.81,Growth,Passive Fund,INF179KC1CA1,Yes
Union Flexi Cap Fund - Direct (G),Flexi Cap Fund,1000,Very High,2.97,13.41,17.57,0.95,2160.03,Growth,Active Fund,INF582M01633,Yes
Mahindra Manulife Asia Pacific REITs FOF-Dir(G),FoFs Overseas,5000,Very High,2.82,-3.29,,0.46,21.55,Growth,Active Fund,INF174V01AY0,Yes
Tata Ethical Fund - Direct (G),Sectoral / Thematic,5000,Very High,2.81,11.09,17.68,0.67,3253.05,Growth,Active Fund,INF277K01NG4,Yes
Sundaram Infrastructure Advantage Fund - Dir (G),Sectoral / Thematic,100,Very High,2.78,18.63,19.93,1.8,908.35,Growth,Active Fund,INF903J01F92,Yes
Mahindra Manulife Multi Cap Fund - Direct (G),Multi Cap Fund,1000,Very High,2.76,17.68,22.64,0.43,4750.15,Growth,Active Fund,INF174V01341,Yes
Canara Robeco Small Cap Fund - Direct (G),Small Cap Fund,5000,Very High,2.74,15.89,27.68,0.51,11527.91,Growth,Active Fund,INF760K01JC6,Yes
Sundaram Dividend Yield Fund - Direct (G),Dividend Yield Fund,5000,Very High,2.69,15.59,18.26,1.2,879.51,Growth,Active Fund,INF173K01EV3,Yes
Taurus Ethical Fund - Direct (G),Sectoral / Thematic,500,Very High,2.66,15.25,17.48,0.92,271.22,Growth,Active Fund,INF044D01CJ0,Yes
SBI Infrastructure Fund - Direct (G),Sectoral / Thematic,5000,Very High,2.64,23.5,23.14,0.92,4867.23,Growth,Active Fund,INF200K01RS2,Yes
Sundaram Nifty 100 Equal Weight Fund - Dir (G),Index Fund,100,Very High,2.63,14.01,17.06,0.47,96.35,Growth,Passive Fund,INF173K01EZ4,Yes
Groww Value Fund - Direct (G),Value Fund,500,Very High,2.56,14.2,16.53,0.9,44.87,Growth,Active Fund,INF666M01BE4,Yes
ITI Large Cap Fund - Direct (G),Large Cap Fund,5000,Very High,2.54,12.82,,0.61,364.35,Growth,Active Fund,INF00XX01804,Yes
Groww ELSS Tax Saver Fund - Direct (G),ELSS,500,Very High,2.5,13.2,14.19,0.55,46.17,Growth,Active Fund,INF666M01DK7,Yes
Taurus Large Cap Fund - Direct (G),Large Cap Fund,500,Very High,2.49,13.3,12.92,2.45,47.48,Growth,Active Fund,INF044D01BX3,Yes
Taurus Flexi Cap Fund - Direct (G),Flexi Cap Fund,500,Very High,2.44,13.53,13.23,2.57,350.54,Growth,Active Fund,INF044D01BU9,Yes
Edelweiss Nifty Midcap150 Momentum 50 Index Fund-Dir (G),Index Fund,100,Very High,2.4,,,0.46,781.45,Growth,Passive Fund,INF754K01QD2,Yes
Tata Resources & Energy Fund - Direct (G),Sectoral / Thematic,5000,Very High,2.37,13.12,22.54,0.59,1009.28,Growth,Active Fund,INF277K015B9,Yes
Union Largecap Fund - Direct (G),Large Cap Fund,1000,Very High,2.36,11.19,14.17,1.58,423.44,Growth,Active Fund,INF582M01CU7,Yes
ITI Multi Cap Fund - Direct (G),Multi Cap Fund,1000,Very High,2.27,18.67,14.93,0.25,1312.94,Growth,Active Fund,INF00XX01168,Yes
NJ Balanced Advantage Fund - Direct (G),Dynamic Asset Allocation or Balanced Advantage,500,Moderately High,2.22,11.8,,0.64,3836.81,Growth,Active Fund,INF0J8L01040,Yes
Franklin India Smaller Companies Fund - Direct (G),Small Cap Fund,5000,Very High,2.07,21.03,25.11,0.9,12861.81,Growth,Active Fund,INF090I01IQ4,Yes
Samco Dynamic Asset Allocation Fund-Dir (G),Dynamic Asset Allocation or Balanced Advantage,5000,Very High,1.87,,,0.8,565.3,Growth,Active Fund,INF0K1H01131,Yes
JM Large Cap Fund - Direct (G),Large Cap Fund,1000,Very High,1.87,15.3,16.84,0.66,490.7,Growth,Active Fund,INF192K01BZ0,Yes
HSBC Small Cap Fund - Direct (G),Small Cap Fund,5000,Very High,1.77,18.99,26.22,0.67,15453.03,Growth,Active Fund,INF917K01QA1,Yes
Navi Flexi Cap Fund - Direct (G),Flexi Cap Fund,100,Very High,1.74,12.34,14.52,0.43,249.24,Growth,Active Fund,INF959L01DT9,Yes
Aditya Birla SL Infrastructure Fund - Direct (G),Sectoral / Thematic,1000,Very High,1.73,20.39,21.98,1.35,1086.77,Growth,Active Fund,INF209K01WH6,Yes
ICICI Pru Commodities Fund - Direct (G),Sectoral / Thematic,5000,Very High,1.7,16.0,30.48,0.95,2508.28,Growth,Active Fund,INF109KC1F91,Yes
HDFC Infrastructure Fund - Direct (G),Sectoral / Thematic,100,Very High,1.6,27.32,23.52,1.09,2341.13,Growth,Active Fund,INF179K01WQ2,Yes
Tata Nifty Midcap 150 Momentum 50 Index Fund-Dir (G),Index Fund,5000,Very High,1.53,,,0.43,695.53,Growth,Passive Fund,INF277KA1612,Yes
Shriram Aggressive Hybrid Fund - Direct (G),Aggressive Hybrid Fund,500,Very High,1.47,11.15,12.06,0.85,45.84,Growth,Active Fund,INF680P01042,Yes
Groww Banking & Financial Services Fund-Dir (G),Sectoral / Thematic,500,Very High,1.41,,,0.36,46.43,Growth,Active Fund,INF666M01HS1,Yes
Taurus Infrastructure Fund - Direct (G),Sectoral / Thematic,500,Very High,1.35,17.14,18.66,2.0,8.97,Growth,Active Fund,INF044D01CD3,Yes
Tata Housing Opportunities Fund - Direct (G),Sectoral / Thematic,5000,Very High,1.26,,,0.71,524.28,Growth,Active Fund,INF277KA1497,Yes
UTI-Innovation Fund - Direct (G),Sectoral / Thematic,5000,Very High,1.23,,,0.85,795.48,Growth,Active Fund,INF789F1AZA4,Yes
Mahindra Manulife Small Cap Fund - Direct (G),Small Cap Fund,1000,Very High,1.22,,,0.46,3540.92,Growth,Active Fund,INF174V01BK7,Yes
AXIS Nifty Midcap 50 Index Fund - Direct (G),Index Fund,100,Very High,1.22,,,0.26,405.73,Growth,Passive Fund,INF846K019H0,Yes
SBI Equity Minimum Variance - Direct (G),Sectoral / Thematic,5000,Very High,1.13,14.04,16.73,0.43,214.12,Growth,Active Fund,INF200KA1A71,Yes
Mirae Asset Midcap Fund - Direct (G),Mid Cap Fund,5000,Very High,1.1,15.99,22.43,0.6,15460.84,Growth,Active Fund,INF769K01FA9,Yes
ICICI Pru Smallcap Fund - Direct (G),Small Cap Fund,5000,Very High,1.07,17.4,24.05,0.76,7870.56,Growth,Active Fund,INF109K015M0,Yes
Bank of India Large & Mid Cap Equity Fund - Dir (G),Large & Mid Cap Fund,5000,Very High,1.05,14.23,16.57,1.17,356.68,Growth,Active Fund,INF761K01652,Yes
Tata Dividend Yield Fund - Direct (G),Dividend Yield Fund,5000,Very High,0.99,14.85,,0.71,925.58,Growth,Active Fund,INF277K015Z8,Yes
UTI-BSE Low Volatility Index Fund - Dir (G),Index Fund,1000,Very High,0.85,,,0.45,550.42,Growth,Passive Fund,INF789F1AVF2,Yes
AXIS Equity ETFs FoF - Direct (G),FoFs Domestic,5000,Very High,0.78,,,0.14,27.28,Growth,Active Fund,INF846K011G9,Yes
Quant Momentum Fund - Direct (G),Sectoral / Thematic,5000,Very High,0.75,,,0.81,1890.28,Growth,Active Fund,INF966L01CZ3,Yes
ITI Value Fund - Direct (G),Value Fund,5000,Very High,0.71,18.15,,0.57,301.03,Growth,Active Fund,INF00XX01AQ6,Yes
Motilal Oswal BSE Low Volatility Index Fund-Dir (G),Index Fund,500,Very High,0.67,,,0.43,107.74,Growth,Passive Fund,INF247L01AY5,Yes
Quant Dynamic Asset Allocation Fund-Direct (G),Dynamic Asset Allocation or Balanced Advantage,5000,Very High,0.54,,,0.66,1274.13,Growth,Active Fund,INF966L01BL5,Yes
Bank of India Balanced Advantage Fund - Direct (G),Dynamic Asset Allocation or Balanced Advantage,5000,Very High,0.53,13.54,10.39,1.22,132.36,Growth,Active Fund,INF761K01BO6,Yes
HDFC Small Cap Fund - Direct (G),Small Cap Fund,100,Very High,0.53,19.9,25.93,0.71,31230.11,Growth,Active Fund,INF179KA1RW5,Yes
Union Small Cap Fund - Direct (G),Small Cap Fund,1000,Very High,0.49,15.79,22.88,0.98,1492.65,Growth,Active Fund,INF582M01BU9,Yes
Motilal Oswal BSE Quality Index Fund - Dir (G),Index Fund,500,Very High,0.24,,,0.38,39.83,Growth,Passive Fund,INF247L01BI6,Yes
Nippon India Power & Infra Fund - Direct (G),Sectoral / Thematic,5000,Very High,0.21,26.94,25.41,0.96,7001.46,Growth,Active Fund,INF204K01I92,Yes
Shriram Multi Asset Allocation Fund - Direct (G),Multi Asset Allocation,500,Very High,0.13,,,0.55,146.26,Growth,Active Fund,INF680P01406,Yes
Quant Business Cycle Fund - Direct (G),Sectoral / Thematic,5000,Very High,0.08,,,0.51,1385.4,Growth,Active Fund,INF966L01BR2,Yes
DSP Natural Resources & New Energy - Direct (G),Sectoral / Thematic,100,Very High,-0.04,15.29,22.57,1.0,1190.43,Growth,Active Fund,INF740K01QA7,Yes
AXIS Nifty Smallcap 50 Index Fund - Dir (G),Index Fund,100,Very High,-0.18,,,0.27,445.1,Growth,Passive Fund,INF846K013H3,Yes
Aditya Birla SL Small Cap Fund - Direct (G),Small Cap Fund,1000,Very High,-0.22,13.11,19.01,0.95,4585.45,Growth,Active Fund,INF209K01WN4,Yes
Aditya Birla SL Nifty Smallcap 50 IF - Dir (G),Index Fund,100,Very High,-0.22,15.96,,0.46,209.2,Growth,Passive Fund,INF209KB1W17,Yes
DSP Nifty Smallcap250 Quality 50 Index Fund-Dir (G),Index Fund,100,Very High,-0.24,,,0.3,183.65,Growth,Passive Fund,INF740KA1TW1,Yes
Sundaram Small Cap Fund - Direct (G),Small Cap Fund,100,Very High,-0.26,17.5,22.94,0.93,3167.78,Growth,Active Fund,INF903J01NK9,Yes
Nippon India Nifty Alpha Low Volatility 30 IF-Dir (G),Index Fund,1000,Very High,-0.26,,,0.35,1235.29,Growth,Passive Fund,INF204KC1584,Yes
ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF - Direct (G),FoFs Domestic,1000,Very High,-0.27,15.76,,0.1,879.45,Growth,Active Fund,INF109KC1R89,Yes
Baroda BNP Paribas Value Fund - Direct (G),Value Fund,5000,Very High,-0.39,,,1.32,1352.64,Growth,Active Fund,INF251K01SD5,Yes
Kotak Nifty Smallcap 50 Index Fund - Dir (G),Index Fund,100,Very High,-0.44,,,0.25,111.1,Growth,Passive Fund,INF174KA1NB3,Yes
SBI Magnum Global Fund - Direct (G),Sectoral / Thematic,5000,Very High,-0.46,8.69,14.02,1.2,6309.28,Growth,Active Fund,INF200K01SN1,Yes
Aditya Birla SL Pure Value Fund - Direct (G),Value Fund,1000,Very High,-0.66,18.05,20.07,1.07,5929.32,Growth,Active Fund,INF209K01WQ7,Yes
Baroda BNP Paribas Small Cap Fund - Direct (G),Small Cap Fund,5000,Very High,-0.78,,,1.27,1255.25,Growth,Active Fund,INF251K01SR5,Yes
LIC MF Banking & Fina Serv Fund - Dir (G),Sectoral / Thematic,5000,Very High,-0.84,10.13,8.97,1.05,246.53,Growth,Active Fund,INF767K01NK6,Yes
Kotak Quant Fund - Direct (G),Sectoral / Thematic,5000,Very High,-1.14,,,1.16,775.86,Growth,Active Fund,INF174KA1OL0,Yes
Quant Large and Mid Cap Fund - Direct (G),Large & Mid Cap Fund,5000,Very High,-1.27,19.08,24.02,0.63,3612.18,Growth,Active Fund,INF966L01648,Yes
Shriram Balanced Advantage Fund - Direct (G),Dynamic Asset Allocation or Balanced Advantage,500,Very High,-1.35,9.52,10.92,0.7,60.31,Growth,Active Fund,INF680P01208,Yes
Quant ESG Equity Fund - Direct (G),Sectoral / Thematic,5000,Very High,-1.46,19.03,,0.86,288.45,Growth,Active Fund,INF966L01AD4,Yes
Mahindra Manulife Large & Mid Cap Fund-Dir (G),Large & Mid Cap Fund,1000,Very High,-1.5,15.13,20.65,0.44,2419.51,Growth,Active Fund,INF174V01945,Yes
Bank of India ELSS Tax Saver - Direct (G),ELSS,500,Very High,-1.58,15.95,20.05,0.83,1329.97,Growth,Active Fund,INF761K01884,Yes
NJ ELSS Tax Saver Scheme - Direct (G),ELSS,500,Very High,-1.76,,,0.54,246.77,Growth,Active Fund,INF0J8L01115,Yes
HDFC MNC Fund - Direct (G),Sectoral / Thematic,100,Very High,-1.85,,,1.23,585.98,Growth,Active Fund,INF179KC1FC0,Yes
Edelweiss Nifty Smallcap 250 Index Fund-Dir (G),Index Fund,100,Very High,-1.86,,,0.13,99.17,Growth,Passive Fund,INF754K01QT8,Yes
SBI Magnum Comma Fund - Direct (G),Sectoral / Thematic,5000,Very High,-1.86,8.05,18.93,1.89,617.89,Growth,Active Fund,INF200K01SB6,Yes
Tata Multicap Fund - Direct (G),Multi Cap Fund,5000,Very High,-2.0,,,0.49,2934.61,Growth,Active Fund,INF277KA1679,Yes
Bandhan Nifty Smallcap 250 Index Fund - Dir (G),Index Fund,1000,Very High,-2.11,,,0.2,44.13,Growth,Passive Fund,INF194KB1HG9,Yes
NJ Flexi Cap Fund - Direct (G),Flexi Cap Fund,500,Very High,-2.16,,,0.7,1977.83,Growth,Active Fund,INF0J8L01156,Yes
UTI-Nifty 500 Value 50 Index Fund - Direct (G),Index Fund,1000,Very High,-2.16,,,0.57,484.63,Growth,Passive Fund,INF789F1AYN0,Yes
Motilal Oswal Nifty Smallcap 250 Index Fund-Dir(G),Index Fund,500,Very High,-2.17,16.57,23.02,0.36,796.09,Growth,Passive Fund,INF247L01932,Yes
SBI Nifty Smallcap 250 Index Fund - Direct (G),Index Fund,5000,Very High,-2.3,,,0.46,1208.99,Growth,Passive Fund,INF200KA16P2,Yes
Nippon India Nifty Smallcap 250 Index Fund-Dir (G),Index Fund,100,Very High,-2.32,16.4,,0.35,1902.6,Growth,Passive Fund,INF204KB15W0,Yes
ICICI Pru Nifty Smallcap 250 Index Fund - Dir (G),Index Fund,100,Very High,-2.32,16.55,,0.33,437.32,Growth,Passive Fund,INF109KC1V18,Yes
HDFC NIFTY Smallcap 250 Index Fund - Direct (G),Index Fund,100,Very High,-2.4,,,0.3,369.43,Growth,Passive Fund,INF179KC1GE4,Yes
Quant Value Fund - Direct (G),Value Fund,5000,Very High,-2.41,21.89,,0.39,1775.98,Growth,Active Fund,INF966L01AN3,Yes
Quant Absolute Fund - Direct (G),Aggressive Hybrid Fund,5000,Very High,-2.46,13.17,22.69,0.72,2056.4,Growth,Active Fund,INF966L01556,Yes
HDFC Housing Opportunities Fund - Dir (G),Sectoral / Thematic,100,Very High,-2.63,17.59,17.08,1.2,1286.85,Growth,Active Fund,INF179KC1AU3,Yes
Bank of India Bluechip Fund - Direct (G),Large Cap Fund,5000,Very High,-2.66,12.13,,0.9,183.87,Growth,Active Fund,INF761K01FL3,Yes
ICICI Pru BHARAT 22 FOF  - Direct (G),FoFs Domestic,5000,Very High,-2.7,26.89,24.16,0.12,2177.77,Growth,Active Fund,INF109KC1FX1,Yes
AXIS Quant Fund - Direct (G),Sectoral / Thematic,100,Very High,-2.74,12.93,,0.68,974.54,Growth,Active Fund,INF846K01Z87,Yes
Quant Manufacturing Fund - Direct (G),Sectoral / Thematic,5000,Very High,-2.9,,,0.72,893.96,Growth,Active Fund,INF966L01CJ7,Yes
Quant Mid Cap Fund - Direct (G),Mid Cap Fund,5000,Very High,-2.95,21.31,30.13,0.59,8608.01,Growth,Active Fund,INF966L01887,Yes
Quant Large Cap Fund - Direct (G),Large Cap Fund,5000,Very High,-2.99,,,0.46,2520.71,Growth,Active Fund,INF966L01AT0,Yes
Invesco India PSU Equity Fund - Direct (G),Sectoral / Thematic,1000,Very High,-3.19,28.09,22.87,0.85,1229.51,Growth,Active Fund,INF205K01NG5,Yes
SBI PSU Fund - Direct (G),Sectoral / Thematic,5000,Very High,-3.33,29.84,23.07,0.77,4542.83,Growth,Active Fund,INF200K01UY4,Yes
Tata Infrastructure Fund - Direct (G),Sectoral / Thematic,5000,Very High,-3.72,19.4,22.36,1.12,2141.42,Growth,Active Fund,INF277K01PQ8,Yes
Quant Focused Fund - Direct (G),Focused Fund,5000,Very High,-3.79,16.33,21.81,0.68,1063.56,Growth,Active Fund,INF966L01853,Yes
ICICI Pru PSU Equity Fund - Direct (G),Sectoral / Thematic,5000,Very High,-3.89,,,0.74,2068.04,Growth,Active Fund,INF109KC12I5,Yes
Bandhan Nifty Alpha 50 Index Fund - Direct (G),Index Fund,1000,Very High,-4.07,,,0.34,336.34,Growth,Passive Fund,INF194KB1HA2,Yes
Kotak Nifty 200 Momentum 30 Index Fund - Dir (G),Index Fund,100,Very High,-4.07,,,0.3,372.49,Growth,Passive Fund,INF174KA1OB1,Yes
UTI-Nifty200 Momentum 30 Index Fund - Direct (G),Index Fund,1000,Very High,-4.1,15.11,,0.43,7668.01,Growth,Passive Fund,INF789F1AUT5,Yes
Motilal Oswal BSE Enhanced Value Index Fund-Dir (G),Index Fund,500,Very High,-4.1,,,0.46,740.42,Growth,Passive Fund,INF247L01BF2,Yes
